sentiment_numeric,confidence,title_length,title_word_count,title_has_number,title_has_question,title_has_exclaim,has_comments_text,hour,day_of_week,is_weekend,is_peak_hour,topic_confidence,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,has_org_mention,org_mention_count,has_person_mention,flair_ADBLOCK WARNING,flair_Artificial Intelligence,flair_Biotechnology,flair_Business,flair_Comcast,flair_Crypto,flair_Energy,flair_Hardware,flair_Machine Learning,flair_Misleading,flair_Nanotech/Materials,flair_Net Neutrality,flair_Networking/Telecom,flair_Other,flair_Politics,flair_Privacy,flair_Robotics/Automation,flair_Security,flair_Social Media,flair_Society,flair_Software,flair_Space,flair_Transportation,viral
0,0.704,68,13,1,0,0,0,18,3,0,1,0.6578,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0,0.5726,51,9,0,0,0,0,14,3,0,1,0.6478,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.5879,79,14,0,0,0,0,8,2,0,1,0.3219,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.48,50,7,0,0,0,0,18,1,0,1,0.0667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
-1,0.5346,54,8,0,0,0,0,22,1,0,1,0.71,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
0,0.8694,73,11,1,0,0,0,15,3,0,1,0.412,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.5063,53,9,1,0,0,0,17,1,0,1,0.6881,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,6,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.7689,59,10,0,0,0,0,3,1,0,0,0.3902,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.5439,124,18,0,0,0,0,2,1,0,0,0.4673,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.6914,59,8,0,0,0,0,12,2,0,1,0.6496,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.9191,223,29,0,0,0,0,23,2,0,0,0.747,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.8101,155,26,1,0,0,0,4,1,0,0,0.7717,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.5566,78,9,0,0,0,0,23,1,0,0,0.6571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.7454,58,7,0,0,0,0,5,1,0,0,0.6552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.5695,69,12,1,0,0,0,19,1,0,1,0.7107,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0,0.9,84,12,1,0,0,0,23,1,0,0,0.6825,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.541,206,30,1,0,0,0,22,1,0,1,0.4649,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.8448,89,12,0,0,0,0,1,2,0,0,0.7398,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
-1,0.7469,80,13,0,0,0,0,0,3,0,0,0.5681,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
-1,0.7385,164,26,1,0,0,0,2,1,0,0,0.4672,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
-1,0.6181,72,12,1,0,0,0,6,1,0,0,0.7064,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
0,0.7963,85,14,0,0,0,0,6,3,0,0,0.6563,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
0,0.7555,51,10,0,0,0,0,23,2,0,0,0.3978,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.9126,60,11,0,0,0,0,23,1,0,0,0.425,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.9279,57,9,0,0,0,0,5,1,0,0,0.3224,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,0.8168,70,13,0,0,0,0,4,1,0,0,0.6133,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
1,0.6694,82,12,0,0,0,0,22,1,0,1,0.5333,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.4878,76,11,0,0,0,0,19,0,0,1,0.6884,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0,0.9088,86,15,0,0,0,0,7,3,0,0,0.472,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
-1,0.5655,25,4,0,0,0,0,10,3,0,1,0.5333,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.6152,63,12,1,0,0,0,5,2,0,0,0.7106,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.7989,76,9,0,0,0,0,18,1,0,1,0.6582,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0,0.8733,49,9,1,0,0,0,21,2,0,1,0.5333,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,0.5741,63,11,1,0,0,0,3,2,0,0,0.6131,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
-1,0.8469,151,25,0,0,0,0,6,2,0,0,0.3932,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
1,0.6917,210,34,1,0,0,0,9,1,0,1,0.5577,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0,0.8585,23,4,1,0,0,0,14,1,0,1,0.5333,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
-1,0.6642,180,30,1,0,0,0,22,0,0,1,0.5356,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
0,0.7623,55,10,0,0,0,0,16,1,0,1,0.391,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
-1,0.8519,75,12,0,0,0,0,8,3,0,1,0.6844,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
-1,0.8735,59,12,0,0,0,0,3,1,0,0,0.7054,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.5787,78,14,0,0,0,0,15,0,0,1,0.4366,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.5612,82,13,1,0,0,0,20,1,0,1,0.5219,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
-1,0.6215,197,27,1,0,0,0,18,1,0,1,0.4647,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0,0.7992,59,11,0,0,0,0,5,3,0,0,0.4279,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
-1,0.8834,46,9,0,0,0,0,6,1,0,0,0.6822,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.5295,84,12,0,0,0,0,20,1,0,1,0.7093,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
0,0.606,199,32,1,0,0,0,15,2,0,1,0.7559,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.7011,182,28,0,0,0,0,20,1,0,1,0.5148,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
-1,0.8448,72,12,0,0,0,0,23,2,0,0,0.5993,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
-1,0.6483,95,13,0,0,0,0,20,0,0,1,0.5316,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.7395,48,6,1,0,0,0,1,1,0,0,0.5333,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
-1,0.8553,75,13,0,0,0,0,19,0,0,1,0.4167,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
1,0.7462,75,11,1,0,0,0,21,2,0,1,0.685,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.729,59,12,1,0,0,0,23,1,0,0,0.5288,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.7925,76,15,0,0,0,0,20,1,0,1,0.709,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,0.861,68,10,0,0,0,0,16,1,0,1,0.5333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.8082,76,14,1,0,0,0,16,1,0,1,0.5877,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.5515,61,13,0,0,0,0,0,1,0,0,0.6094,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0,0.652,84,12,1,0,0,0,19,0,0,1,0.6048,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
-1,0.9386,78,12,0,0,0,0,22,2,0,1,0.6484,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.5073,84,14,1,0,0,0,19,0,0,1,0.4068,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.6741,73,10,0,0,0,0,21,5,1,1,0.4253,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.6121,84,11,0,0,0,0,10,5,1,1,0.4911,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
-1,0.5993,70,11,0,0,0,0,3,4,0,0,0.6576,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
-1,0.8216,87,16,0,0,0,0,22,5,1,1,0.6112,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
0,0.6303,113,16,0,0,0,0,8,5,1,1,0.7427,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
-1,0.7229,138,23,0,0,0,0,18,6,1,1,0.7649,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
-1,0.5829,74,10,0,0,0,0,4,4,0,0,0.3468,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
-1,0.7217,75,12,1,0,0,0,1,1,0,0,0.4552,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
0,0.8069,96,14,0,0,0,0,0,6,1,0,0.7291,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
-1,0.7517,144,20,1,1,0,0,4,2,0,0,0.4036,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
-1,0.5518,75,12,0,0,0,0,20,2,0,1,0.3098,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
-1,0.6395,76,13,0,0,0,1,8,5,1,1,0.4075,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0,0.672,71,12,0,0,0,1,19,6,1,1,0.5209,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
-1,0.8138,144,22,0,0,0,1,7,2,0,0,0.4868,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
-1,0.8987,79,15,0,0,0,1,23,3,0,0,0.3425,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
-1,0.899,68,11,1,0,0,1,6,2,0,0,0.3977,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
-1,0.6936,86,16,1,0,0,1,18,4,0,1,0.386,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.5705,106,18,1,0,0,1,5,3,0,0,0.5121,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0,0.7009,58,8,0,0,0,1,21,1,0,1,0.3572,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
-1,0.7747,58,11,0,0,0,1,21,0,0,1,0.3953,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
-1,0.6525,155,26,0,0,0,1,19,0,0,1,0.4698,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
-1,0.8432,213,35,0,0,0,1,21,5,1,1,0.586,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.9146,62,9,0,1,0,1,12,3,0,1,0.2911,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
-1,0.7724,58,8,0,0,0,1,17,2,0,1,0.4074,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
-1,0.7558,92,16,0,0,0,1,2,4,0,0,0.6058,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.6399,77,15,0,0,0,1,19,1,0,1,0.5526,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.6895,67,12,0,0,0,1,2,5,1,0,0.5762,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
-1,0.9019,75,11,0,0,0,1,22,2,0,1,0.502,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0,0.6441,103,19,1,0,0,1,3,5,1,0,0.7502,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.7553,52,8,0,0,0,1,12,6,1,1,0.6723,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
-1,0.8307,59,9,0,0,0,1,0,3,0,0,0.7609,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
-1,0.5639,81,13,0,0,0,1,7,4,0,0,0.3936,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
-1,0.9074,40,6,0,0,0,1,16,6,1,1,0.2681,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
-1,0.7785,39,7,0,0,0,1,21,4,0,1,0.4404,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
0,0.7286,123,24,0,1,0,1,4,4,0,0,0.3793,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
-1,0.4904,62,9,0,0,0,1,21,2,0,1,0.4058,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.6833,105,17,0,0,0,1,8,5,1,1,0.6562,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
-1,0.8624,71,9,0,0,0,1,3,3,0,0,0.3444,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
-1,0.7338,211,32,1,0,0,1,13,6,1,1,0.6517,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.93,145,25,0,0,0,1,22,1,0,1,0.3151,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.9162,67,12,0,0,0,1,7,4,0,0,0.323,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
-1,0.8471,97,19,0,0,0,1,19,0,0,1,0.4148,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.8415,67,11,1,0,0,1,22,5,1,1,0.4984,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
-1,0.7744,60,10,1,0,0,1,17,3,0,1,0.4206,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
-1,0.7462,56,8,1,0,0,1,10,2,0,1,0.5036,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.9222,115,20,0,0,0,1,2,0,0,0,0.6371,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.9518,83,13,0,0,0,1,0,3,0,0,0.4416,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
-1,0.8738,99,16,0,0,0,1,8,4,0,1,0.2976,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
0,0.6581,93,13,0,0,0,1,3,3,0,0,0.3481,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
-1,0.858,78,13,0,0,0,1,7,3,0,0,0.4218,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.7482,62,9,0,0,0,1,18,6,1,1,0.4062,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.7463,50,9,1,0,0,1,5,6,1,0,0.4282,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.5671,56,12,1,0,0,1,5,2,0,0,0.4828,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.7418,95,16,0,0,0,1,6,0,0,0,0.7036,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1,0.8024,48,9,0,0,0,1,14,2,0,1,0.3634,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
